### Cluster 58 — Symptoms (132)
Symptom,Frequency 
nightly burning tearing in shins,painful numbness of thumb,1.0,1
nightly burning tearing in shins,gout in hands,1.0,1
nightly burning tearing in shins,tearing in shoulder blades,1.0,1
nightly burning tearing in shins,sprained pain in back,1.0,1
tearing pains shift rapidly,bruised pain in thighs in morning,1.0,1
tearing pains shift rapidly,tension in right side of neck,1.0,1
tearing pains shift rapidly,stitches in left lumbar region,1.0,1
tearing pains shift rapidly,tension in ankle joints,1.0,1
tearing pains shift rapidly,rheumatic aching in shoulder,1.0,1
tearing pains shift rapidly,fingers half-closed,1.0,1
tearing pains shift rapidly,paralysis of face,1.0,1
tearing pains shift rapidly,thigh pain better by warmth of bed,1.0,1
tearing pains shift rapidly,tension in heel,1.0,1
tearing pains shift rapidly,muscles feel as if bound,1.0,1
tearing pains shift rapidly,backache in coccyx,1.0,1
tearing pains shift rapidly,sensation as if sharp crust struck spine,1.0,1
tearing pains shift rapidly,drawing pain to cheek,1.0,1
tearing pains shift rapidly,pain in loins as if bound by hands,1.0,1
tearing pains shift rapidly,tearing in thighs,1.0,1
tearing pains shift rapidly,griping clawing about elbow,1.0,1
tearing pains shift rapidly,head drawn to right side,1.0,1
tearing pains shift rapidly,cannot get into easy position,1.0,1
tearing pains shift rapidly,drawing in hands,1.0,1
tearing pains shift rapidly,cough affects back of sternum,1.0,1
tearing pains shift rapidly,jaw stiff,1.0,1
tearing pains shift rapidly,cutting stitches toward toes,1.0,1
tearing pains shift rapidly,paralysis of deltoid muscle,1.0,1
tearing pains shift rapidly,tendo achillis cramps waken from sleep,1.0,1
tearing pains shift rapidly,drawing sticking pain in finger joints,1.0,1
tearing pains shift rapidly,tearing pain along lumbar vertebrae,1.0,1
tearing pains shift rapidly,contractions of finger tendons,1.0,1
tearing pains shift rapidly,leg pain worse in open air,1.0,1
tearing pains shift rapidly,drawing in legs,1.0,1
tearing pains shift rapidly,tension in knee joints,1.0,1
tearing pains shift rapidly,back pain as if from lifting,1.0,1
tearing pains shift rapidly,drawing in thighs,1.0,1
tearing pains shift rapidly,pains in malar bones,1.0,1
tearing pains shift rapidly,tearing pains change place often,1.0,1
tearing pains shift rapidly,paralysis of vocal cords,1.0,1
tearing pains shift rapidly,rheumatism of face,1.0,1
tearing pains shift rapidly,drawing from knee to malleolus,1.0,1
tearing pains shift rapidly,sore bruised pain on side lain on at night,1.0,1
tearing pains shift rapidly,cramps in tendo achillis,1.0,1
tearing pains shift rapidly,leg pain better by warmth of bed,1.0,1
tearing pains shift rapidly,tensive pain in forearms,1.0,1
tearing pains shift rapidly,single stitches in shin bone,1.0,1
tearing pains shift rapidly,rheumatic conditions with paralytic tendency,1.0,1
tearing pains shift rapidly,jaw lame,1.0,1
tearing pains shift rapidly,great uneasiness of limbs,1.0,1
tearing pains shift rapidly,gouty pains in limbs,1.0,1
tearing pains shift rapidly,numbness of ankles,1.0,1
tearing pains shift rapidly,burning stitches in great toe,1.0,1
tearing pains shift rapidly,nightly burning tearing in shins,1.0,1
tearing pains shift rapidly,patient springs out of bed,1.0,1
tearing pains shift rapidly,knee pain worse when beginning to walk,1.0,1
tearing pains shift rapidly,great restlessness in evening,1.0,1
tearing pains shift rapidly,cramps in calves in morning in bed,1.0,1
tearing pains shift rapidly,pains in zygomatic arch,1.0,1
tearing pains shift rapidly,drawing pain in glenoid cavity of jaw,1.0,1
tearing pains shift rapidly,cramps in sole of right foot,1.0,1
tearing pains shift rapidly,gouty tearing in feet,1.0,1
tearing pains shift rapidly,paralysis of arms,1.0,1
tearing pains shift rapidly,darting pain in os coccyx,1.0,1
tearing pains shift rapidly,contractions of flexors,1.0,1
tearing pains shift rapidly,cough feels as if it tears chest,1.0,1
tearing pains shift rapidly,tearing pain to linea alba,1.0,1
tearing pains shift rapidly,drawing in shoulder blades,1.0,1
tearing pains shift rapidly,rheumatic contraction of tendons antidoted by guaiac,1.0,1
tearing pains shift rapidly,pinching crampy pain in buttocks,1.0,1
tearing pains shift rapidly,pressure in shoulders,1.0,1
tearing pains shift rapidly,pain in middle of spine on swallowing,1.0,1
tearing pains shift rapidly,tearing pain in back of neck,1.0,1
tearing pains shift rapidly,painful stiffness of back,1.0,1
tearing pains shift rapidly,abundance of warty growths,1.0,1
tearing pains shift rapidly,stitching pains in hip joints,1.0,1
tearing pains shift rapidly,contractions of limbs,1.0,1
tearing pains shift rapidly,pressing cramp-like pain in kidney region,1.0,1
tearing pains shift rapidly,tearing pains in joints,1.0,1
tearing pains shift rapidly,sticking pain inward,1.0,1
tearing pains shift rapidly,painful numbness of index finger,1.0,1
tearing pains shift rapidly,drawing in feet,1.0,1
tearing pains shift rapidly,cramps in tendo achillis at 2 a.m.,1.0,1
tearing pains shift rapidly,cough affects throat,1.0,1
tearing pains shift rapidly,rheumatism of lower jaw,1.0,1
tearing pains shift rapidly,painful stiffness of sacrum,1.0,1
tearing pains shift rapidly,tearing boring pain in lower leg with movement,1.0,1
tearing pains shift rapidly,dull pain in os coccyx,1.0,1
tearing pains shift rapidly,pain in left hip joint as if wrenched,1.0,1
tearing pains shift rapidly,drawing in forearms,1.0,1
tearing pains shift rapidly,ulcerative pain in heels,1.0,1
tearing pains shift rapidly,gouty deposits,1.0,1
tearing pains shift rapidly,severe tearing in tendons under right calf,1.0,1
tearing pains shift rapidly,pain in elbow joints,1.0,1
tearing pains shift rapidly,ankle pain better from walking,1.0,1
tearing pains shift rapidly,knee pain better by warmth of bed,1.0,1
tearing pains shift rapidly,pains in superior maxilla bones,1.0,1
tearing pains shift rapidly,pains in shoulder when dressing in morning,1.0,1
tearing pains shift rapidly,foot pain worse in open air,1.0,1
tearing pains shift rapidly,pain in occiput,1.0,1
tearing pains shift rapidly,prosopalgia,1.0,1
tearing pains shift rapidly,tearing in forearms,1.0,1
tearing pains shift rapidly,stiffness worse on rising from chair,1.0,1
tearing pains shift rapidly,knee pain worse in open air,1.0,1
tearing pains shift rapidly,tendons of knees seem too short,1.0,1
tearing pains shift rapidly,bruised pain in legs in morning,1.0,1
tearing pains shift rapidly,cannot move fingers by will power,1.0,1
tearing pains shift rapidly,stitches in teeth,1.0,1
tearing pains shift rapidly,stitches in sternum from lifting,1.0,1
tearing pains shift rapidly,cracking in knees on walking,1.0,1
tearing pains shift rapidly,paralysis of hands,1.0,1
tearing pains shift rapidly,pinching crampy pain in lumbar region,1.0,1
tearing pains shift rapidly,knee pain better from continual motion,1.0,1
tearing pains shift rapidly,pain in ankle when sitting,1.0,1
tearing pains shift rapidly,stiffness in hollow of knee,1.0,1
tearing pains shift rapidly,drawing pain to ear,1.0,1
tearing pains shift rapidly,swelling of small joints of foot,1.0,1
tearing pains shift rapidly,knee pain worse when sitting,1.0,1
tearing pains shift rapidly,foot pain better by warmth of bed,1.0,1
tearing pains shift rapidly,pain in throat,1.0,1
tearing pains shift rapidly,severe pressive pain in ball of great toe,1.0,1
tearing pains shift rapidly,elbow pain worse from warmth,1.0,1
tearing pains shift rapidly,stitches in sternum from deep breathing,1.0,1
tearing pains shift rapidly,gouty tearing in lower leg,1.0,1
tearing pains shift rapidly,thigh pain worse in open air,1.0,1
tearing pains shift rapidly,tensive pain in hollow of knee,1.0,1
tearing pains shift rapidly,tearing in teeth,1.0,1
tearing pains shift rapidly,bruised pain in os coccyx,1.0,1
tearing pains shift rapidly,aching in hip joints as if dislocated,1.0,1
tearing pains shift rapidly,indurations of finger tendons,1.0,1
tearing pains shift rapidly,weakness in single parts,1.0,1
tearing pains shift rapidly,shoulder pain preventing motion,1.0,1
tearing pains shift rapidly,painful numbness of thumb,1.0,1
tearing pains shift rapidly,gout in hands,1.0,1
tearing pains shift rapidly,tearing in shoulder blades,1.0,1
tearing pains shift rapidly,sprained pain in back,1.0,1
pressure in shoulders,bruised pain in thighs in morning,1.0,1
pressure in shoulders,tension in right side of neck,1.0,1
pressure in shoulders,stitches in left lumbar region,1.0,1
pressure in shoulders,tension in ankle joints,1.0,1
pressure in shoulders,rheumatic aching in shoulder,1.0,1
pressure in shoulders,fingers half-closed,1.0,1
pressure in shoulders,paralysis of face,1.0,1
pressure in shoulders,thigh pain better by warmth of bed,1.0,1
pressure in shoulders,tension in heel,1.0,1
pressure in shoulders,muscles feel as if bound,1.0,1
pressure in shoulders,backache in coccyx,1.0,1
pressure in shoulders,sensation as if sharp crust struck spine,1.0,1
pressure in shoulders,drawing pain to cheek,1.0,1
pressure in shoulders,pain in loins as if bound by hands,1.0,1
pressure in shoulders,tearing in thighs,1.0,1
pressure in shoulders,griping clawing about elbow,1.0,1
pressure in shoulders,head drawn to right side,1.0,1
pressure in shoulders,cannot get into easy position,1.0,1
pressure in shoulders,drawing in hands,1.0,1
pressure in shoulders,cough affects back of sternum,1.0,1
pressure in shoulders,jaw stiff,1.0,1
pressure in shoulders,cutting stitches toward toes,1.0,1
pressure in shoulders,paralysis of deltoid muscle,1.0,1
pressure in shoulders,tendo achillis cramps waken from sleep,1.0,1
pressure in shoulders,drawing sticking pain in finger joints,1.0,1
pressure in shoulders,tearing pain along lumbar vertebrae,1.0,1
pressure in shoulders,contractions of finger tendons,1.0,1
pressure in shoulders,leg pain worse in open air,1.0,1
pressure in shoulders,drawing in legs,1.0,1
pressure in shoulders,tension in knee joints,1.0,1
pressure in shoulders,back pain as if from lifting,1.0,1
pressure in shoulders,drawing in thighs,1.0,1
pressure in shoulders,pains in malar bones,1.0,1
pressure in shoulders,tearing pains shift rapidly,1.0,1
pressure in shoulders,tearing pains change place often,1.0,1
pressure in shoulders,paralysis of vocal cords,1.0,1
pressure in shoulders,rheumatism of face,1.0,1
pressure in shoulders,drawing from knee to malleolus,1.0,1
pressure in shoulders,sore bruised pain on side lain on at night,1.0,1
pressure in shoulders,cramps in tendo achillis,1.0,1
pressure in shoulders,leg pain better by warmth of bed,1.0,1
pressure in shoulders,tensive pain in forearms,1.0,1
pressure in shoulders,single stitches in shin bone,1.0,1
pressure in shoulders,rheumatic conditions with paralytic tendency,1.0,1
pressure in shoulders,jaw lame,1.0,1
pressure in shoulders,great uneasiness of limbs,1.0,1
pressure in shoulders,gouty pains in limbs,1.0,1
pressure in shoulders,numbness of ankles,1.0,1
pressure in shoulders,burning stitches in great toe,1.0,1
pressure in shoulders,nightly burning tearing in shins,1.0,1
pressure in shoulders,patient springs out of bed,1.0,1
pressure in shoulders,knee pain worse when beginning to walk,1.0,1
pressure in shoulders,great restlessness in evening,1.0,1
pressure in shoulders,cramps in calves in morning in bed,1.0,1
pressure in shoulders,pains in zygomatic arch,1.0,1
pressure in shoulders,drawing pain in glenoid cavity of jaw,1.0,1
pressure in shoulders,cramps in sole of right foot,1.0,1
pressure in shoulders,gouty tearing in feet,1.0,1
pressure in shoulders,paralysis of arms,1.0,1
pressure in shoulders,darting pain in os coccyx,1.0,1
pressure in shoulders,contractions of flexors,1.0,1
pressure in shoulders,cough feels as if it tears chest,1.0,1
pressure in shoulders,tearing pain to linea alba,1.0,1
pressure in shoulders,drawing in shoulder blades,1.0,1
pressure in shoulders,rheumatic contraction of tendons antidoted by guaiac,1.0,1
pressure in shoulders,pinching crampy pain in buttocks,1.0,1
pressure in shoulders,pain in middle of spine on swallowing,1.0,1
pressure in shoulders,tearing pain in back of neck,1.0,1
pressure in shoulders,painful stiffness of back,1.0,1
pressure in shoulders,abundance of warty growths,1.0,1
pressure in shoulders,stitching pains in hip joints,1.0,1
pressure in shoulders,contractions of limbs,1.0,1
